line_cd,company_cd,line_name,line_name_k,line_name_h,line_color_c,line_color_t,line_type,lon,lat,zoom,e_status,e_sort
11607,4,大和路線,ヤマトジセン,JR関西本線(加茂～ＪＲ難波),,,,135.67741585636,34.650433785559,11,0,11607
11608,4,JR神戸線(神戸～姫路),コウベセン,JR山陽本線(神戸～姫路),,,,134.92833866086,34.719971390406,10,0,11608
11609,4,JR山陽本線(姫路～岡山),サンヨウホンセン,JR山陽本線(姫路～岡山),,,,134.24621069357,34.813521557272,10,0,11609
11610,4,JR山陽本線(岡山～三原),サンヨウホンセン,JR山陽本線(岡山～三原),,,,133.56375767656,34.5230414,10,0,11610
11611,4,JR山陽本線(三原～岩国),サンヨウホンセン,JR山陽本線(三原～岩国),,,,132.54979970852,34.386501401423,10,0,11611
11612,4,JR山陽本線(岩国～門司),サンヨウホンセン,JR山陽本線(岩国～門司),,,,131.60634280321,34.071664450904,9,0,11612
11613,4,JR山陽本線(兵庫～和田岬),サンヨウホンセン,JR山陽本線(兵庫～和田岬),,,,135.16794204761,34.665775516298,14,0,11613
11614,4,嵯峨野線,サガノセン,JR山陰本線(京都～園部),,,,135.60415566433,35.053071042586,11,0,11614
11615,4,JR山陰本線(園部～豊岡),サンインホンセン,JR山陰本線(園部～豊岡),,,,135.08868444922,35.326094572618,10,0,11615
11616,4,JR山陰本線(豊岡～米子),サンインホンセン,JR山陰本線(豊岡～米子),,,,134.02090215811,35.521828602767,9,0,11616
11617,4,学研都市線,ガッケントシセン,JR片町線,,,,135.69016458203,34.759998398119,11,0,11617
11618,4,奈良線,ナラセン,奈良線,,,,135.78643415867,34.834023230959,11,0,11618
11622,4,JR舞鶴線,マイヅルセン,JR舞鶴線,,,,135.27931377257,35.367744237695,11,0,11622
11623,4,大阪環状線,オオサカカンジョウセン,大阪環状線,,,,135.50218918655,34.681541431156,13,0,11623
11624,4,JRゆめ咲線,ユメサキセン,JR桜島線,,,,135.44744518652,34.674044432381,13,0,11624
11625,4,JR東西線,トウザイセン,JR東西線,,,,135.47296650255,34.707925475796,13,0,11625
11626,4,阪和線(天王寺～和歌山),ハンワセン,阪和線(天王寺～和歌山),,,,135.40119375346,34.46154098228,10,0,11626
11627,4,羽衣線,ハゴロモセン,阪和線(鳳～東羽衣),,,,135.44957737036,34.534058567075,14,0,11627
11628,4,JR関西空港線,カンサイクウコウセン,JR関西空港線,,,,135.28886841797,34.415185002847,12,0,11628
11629,4,JR宝塚線,タカラヅカセン,JR福知山線(新大阪～篠山口),,,,135.34443493105,34.869892901768,10,0,11629
11630,4,福知山線(篠山口～福知山),フクチヤマセン,福知山線(篠山口～福知山),,,,135.10557603594,35.160770769623,11,0,11630
11631,4,JR赤穂線,アコウセン,JR赤穂線,,,,134.19749321946,34.747274477073,10,0,11631
11632,4,JR加古川線,カコガワセン,JR加古川線,,,,134.95252260319,34.937080097766,11,0,11632
11633,4,JR姫新線(姫路～佐用),キシンセン,JR姫新線(姫路～佐用),,,,134.52654312825,34.925861603837,11,0,11633
11634,4,JR姫新線(佐用～新見),キシンセン,JR姫新線(佐用～新見),,,,133.88053953969,35.050240803851,10,0,11634
11635,4,JR播但線,バンタンセン,JR播但線,,,,134.7640541773,35.113192959992,10,0,11635
11636,4,JR和歌山線,ワカヤマセン,JR和歌山線,,,,135.55708161653,34.36363683433,10,0,11636
11637,4,万葉まほろば線,マンヨウマホロバセン,桜井線,,,,135.80071228558,34.580689545149,12,0,11637
11639,4,きのくに線,キノクニセン,JR紀勢本線(新宮～和歌山),,,,135.42717545993,33.831836276319,9,0,11639
11640,4,紀勢本線(和歌山～和歌山市),キセイホンセン,紀勢本線(和歌山～和歌山市),,,,135.17833371428,34.238033068498,14,0,11640
11641,4,おおさか東線,オオサカヒガシセン,おおさか東線,,,,135.55,34.69,12,0,11641
11701,4,JR山陰本線(米子～益田),サンインホンセン,JR山陰本線(米子～益田),,,,132.56106754653,35.207310237833,9,0,11701
11702,4,JR山陰本線(益田～下関),サンインホンセン,JR山陰本線(益田～下関),,,,131.27266657109,34.35940660535,9,0,11702
11703,4,JR伯備線,ハクビセン,JR伯備線,,,,133.49562303232,35.053289076289,9,0,11703
11704,4,JR因美線,インビセン,JR因美線,,,,134.15001556289,35.264689974495,10,0,11704
11705,4,JR境線,サカイセン,JR境線,,,,133.26253975684,35.488057984264,12,0,11705
11706,4,JR木次線,キスキセン,JR木次線,,,,133.02147963238,35.199251462425,11,0,11706
11707,4,JR三江線,サンコウセン,JR三江線,,,,132.56298278823,34.94301166412,10,2,11707
11708,4,JR山口線,ヤマグチセン,JR山口線,,,,131.47348476744,34.346642771729,10,0,11708
11709,4,JR宇野線,ウノセン,JR宇野線,,,,133.91319936003,34.575841133333,12,0,11709
11710,4,瀬戸大橋線,セトオオハシセン,JR本四備讃線,,,,133.80943996289,34.454275893488,11,0,11710
11713,4,JR吉備線,キビセン,JR吉備線,,,,133.82726757246,34.681156069561,12,0,11713
11714,4,JR芸備線,ゲイビセン,JR芸備線,,,,132.92164288638,34.773930162989,9,0,11714
11715,4,JR津山線,ツヤマセン,JR津山線,,,,133.92270229113,34.891198111182,10,0,11715
11716,4,JR呉線,クレセン,JR呉線,,,,132.77973932813,34.387276957927,10,0,11716
11717,4,JR可部線,カベセン,JR可部線,,,,132.47781461538,34.458222540777,12,0,11717
11720,4,JR福塩線,フクエンセン,JR福塩線,,,,133.12978408112,34.638266294354,10,0,11720
11721,4,JR宇部線,ウベセン,JR宇部線,,,,131.30267582009,34.019352946498,11,0,11721
11722,4,JR美祢線,ミネセン,JR美祢線,,,,131.18069311028,34.23328101841,11,0,11722
11723,4,JR小野田線,オノダセン,JR小野田線,,,,131.19368612435,33.978555447048,12,0,11723
11724,4,JR岩徳線,ガントクセン,JR岩徳線,,,,132.05697608203,34.093477630992,11,0,11724
11801,5,JR土讃線,ドサンセン,JR土讃線,,,,133.57025726268,33.766400130048,9,0,11801
11802,5,JR高徳線,コウトクセン,JR高徳線,,,,134.31058397077,34.24954113266,10,0,11802
11803,5,よしの川ブルーライン,ヨシノガワブルーライン,JR徳島線,,,,134.15180845057,34.048722329656,10,0,11803
11804,5,JR牟岐線,ムギセン,JR牟岐線,,,,134.50842286055,33.839964753817,10,0,11804
11805,5,JR鳴門線,ナルトセン,JR鳴門線,,,,134.56842841797,34.163777981843,13,0,11805
11806,5,JR予讃線,ヨサンセン,JR予讃線,,,,133.36265926932,34.192991767512,9,0,11806
11807,5,JR予讃・内子線,ヨサン・ウチコセン,JR予讃・内子線,,,,132.589516825,33.557035374802,10,0,11807
11808,5,しまんとグリーンライン,シマントグリーンライン,JR予土線,,,,132.82238446662,33.232871923386,10,0,11808
11901,4,JR博多南線,ハカタミナミセン,JR博多南線,,,,130.4288095,33.564850122278,12,0,11901
11902,6,JR鹿児島本線(下関・門司港～博多),カゴシマホンセン,JR鹿児島本線(下関・門司港～博多),,,,130.62853753184,33.836705421057,10,0,11902
11903,6,JR鹿児島本線(博多～八代),カゴシマホンセン,JR鹿児島本線(博多～八代),,,,130.50630754953,33.092446018208,9,0,11903
11904,6,JR鹿児島本線(川内～鹿児島),カゴシマホンセン,JR鹿児島本線(川内～鹿児島),,,,130.36350199191,31.65334826453,10,0,11904
11905,6,JR長崎本線(鳥栖～長崎),ナガサキホンセン,JR長崎本線(鳥栖～長崎),,,,130.15215055841,33.121360170575,10,0,11905
11906,6,JR日豊本線(門司港～佐伯),ニッポウホンセン,JR日豊本線(門司港～佐伯),,,,131.30355155573,33.554935307059,9,0,11906
11907,6,JR日豊本線(佐伯～鹿児島中央),ニッポウホンセン,JR日豊本線(佐伯～鹿児島中央),,,,131.44721097991,32.216978335886,8,0,11907
11908,6,福北ゆたか線,フクホクユタカセン,JR篠栗線,,,,130.53270316276,33.619909871589,11,0,11908
11909,6,JR筑肥線(姪浜～西唐津),チクヒセン,JR筑肥線(姪浜～西唐津),,,,130.12941283594,33.511649366126,11,0,11909
11910,6,若松線,チクホウセン,JR筑豊本線(若松～折尾),,,,130.75212779362,33.88822022894,12,0,11910
11911,6,福北ゆたか線(折尾～桂川),フクホクユタカセン,JR筑豊本線(折尾～桂川),,,,130.70611418555,33.734500913439,11,0,11911
11912,6,原田線,ハルダセン,JR筑豊本線(桂川～原田),,,,130.60913221797,33.5241644,12,0,11912
11913,6,ゆふ高原線,ユフコウゲンセン,JR久大本線,,,,131.03599494331,33.262062303296,9,0,11913
11914,6,JR日田彦山線,ヒタヒコサンセン,JR日田彦山線,,,,130.87299922885,33.73,11,0,11914
11915,6,JR後藤寺線,ゴトウジセン,JR後藤寺線,,,,130.74314741536,33.638942676083,12,0,11915
11916,6,海の中道線,ウミノナカミチセン,JR香椎線(西戸崎～香椎),,,,130.40419308203,33.67670942056,12,0,11916
11917,6,JR香椎線(香椎～宇美),カシイセン,JR香椎線(香椎～宇美),,,,130.47290076762,33.619560462309,12,0,11917
11918,6,JR佐世保線,サセボセン,JR佐世保線,,,,129.9399702514,33.188115656646,11,0,11918
11920,6,JR筑肥線(西唐津～伊万里),チクヒセン,JR筑肥線(西唐津～伊万里),,,,129.9397357062,33.37129522314,11,0,11920
11921,6,JR唐津線,カラツセン,JR唐津線,,,,130.07740469824,33.335442702009,11,0,11921
11922,6,JR大村線,オオムラセン,JR大村線,,,,129.92142406401,33.001697847868,11,0,11922
11923,6,阿蘇高原線,アソコウゲンセン,JR豊肥本線,,,,131.26213019827,33.017126643984,9,0,11923
11924,6,三角線（あまくさみすみ線）,アマクサミスミセン,JR三角線,,,,130.58929812305,32.691449602041,11,0,11924
11925,6,えびの高原線(八代～吉松),エビノコウゲンセン,JR肥薩線(八代～吉松),,,,130.68331185135,32.286997315267,10,0,11925
11926,6,JR肥薩線(吉松～隼人),ヒサツセン,JR肥薩線(吉松～隼人),,,,130.70674646172,31.890984289008,11,0,11926
11927,6,JR宮崎空港線,ミヤザキクウコウセン,JR宮崎空港線,,,,131.43276229102,31.895343146073,13,0,11927
11928,6,JR日南線,ニチナンセン,JR日南線,,,,131.36265390204,31.683576551144,10,0,11928
11929,6,えびの高原線,エビノコウゲンセン,JR吉都線,,,,130.95640168417,31.917243912645,10,0,11929
11930,6,JR指宿枕崎線,イブスキマクラザキセン,JR指宿枕崎線,,,,130.5034108928,31.359999553777,10,0,11930
